Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3
50,0,18.79,37.9,16.79,40.2,20.2,38.06
110,0,22.6,56.5567,21.29,54.6567,24.89,40.1175
40,0,23.39,40.29,27,33,24.29,37.5
180,0,21.1,34.4667,21.6,32.79,21.29,34.09
40,0,20.79,37.09,20.6933,37.1633,21.89,35.09
110,0,23.1,38.96,20.8233,38.6333,23.6667,33.79
50,0,24.7,47.1933,22.6,49.4643,26.5429,44.2386
70,0,22.5333,44.86,21.6,42.7233,21.9878,44.5
90,0,21,35.29,20.2,34.4667,21.29,34.56
140,30,20.8233,38.06,18.39,41.33,20.29,37.5
50,0,23.1,45.29,21.5,46.9,24.89,42.09
190,0,21.39,44.29,21.29,42.86,22.1,39.9667
70,0,22,36.29,20.1333,37.5,22.7,34.23
40,0,23,40.79,20.9975,43.5225,24.2,38.5
110,0,24.79,37.9667,24.6667,34.5267,24.6,36.79
110,20,22.2,38.56,20.4267,39.5,22.5,37.9333
60,0,25.1,48,23.39,48.9714,26.5,45.1686
50,0,22.89,42.6633,22.23,41.23,23.39,42.6633
40,0,19.6,41.2,18.26,41.59,19.79,40.7
70,0,22.0333,43.23,21.79,41.6,21.79,43.8817
60,0,21.7,38.29,19.1,41.6633,23,38.4
30,0,19.1,42.09,18.4633,41.26,20,43.3267
30,0,21.5333,35.8633,19.6333,36.73,21.26,35.79
80,0,22.2,43.9633,20.1333,47.0267,24.5,39.06
230,0,21.89,33.7233,20.0667,32.43,23.34,36.995
60,0,24.9267,46.2233,23.1,47.86,26.4371,41.3529
20,0,19.89,45.4,19.2,44.9,20.5,44.26
70,0,22.89,31.025,22.5,28.89,22.39,35.5
30,0,20.29,36.2,16.7,41.79,20.5667,37.4
550,0,21.1,33.76,19.89,31.73,22.6633,37.5667
70,0,22.5,39.76,21.39,40.39,23,38.9633
220,0,21.39,36.29,19.34,38.79,22.79,34.2
60,0,21.55,36.545,19.89,38.26,22.79,34.1633
40,0,21,44.09,20.2,43.76,21.7,44.2
100,0,21.7,33.4267,19.9843,32.3271,20.84,35.995
90,20,21.2,36,19.39,36.9667,21.6,34.8267
40,0,19.39,46.29,18.7,46.29,19.79,45.1633
50,0,19.6,36.1567,17.5,37.56,19.87,37.816
40,0,21.79,39.4,19.39,41.9333,22.1,38.5
50,0,21.89,39.29,19.79,41.59,23.2,37.9333
30,10,21.2675,35.475,17.5,40.59,21.6,35.2
70,0,23.1,46.6633,22.4686,46.2329,24.39,41.2233
80,0,21.2,38.4333,18.29,43.29,21.89,36.79
50,10,22.1,40.53,19.29,44.5667,23.39,37.7
100,0,21.79,35.7225,21.1,35.26,25.1333,36.86
50,10,21.5,47.09,20.6,46.9667,21.7,46.6267
50,0,22.5667,44.09,20.1333,47.09,24.7,40.79
60,0,22.6,39.7,20.39,42,22.7,39.4
120,10,20.1,43.6933,18.9633,36.9,18.5667,39.6633
80,0,21,40.3267,20.89,40.05,22.1,38
50,0,20.39,39.2333,19.1,37.73,22.66,39.09
100,0,19.29,43.03,18.9267,42.1333,17.79,43.9
50,0,19.79,38.56,18.89,38.79,19.39,39.09
50,0,22.26,38.09,21.83,37.29,21.1,39.8267
590,0,19.89,37.26,18.1,38.0667,21.03,38.9
30,0,21.79,39,22.29,36.4,22.2,37
60,0,24.5,48.4,22.29,50.59,26.29,45.09
50,0,22.1,37.5,18.39,42.4667,23.29,37.5
80,0,19.89,34.6267,18.5333,35.2,19.7386,35.88
60,10,21.9633,42.9667,20.245,46.395,23.29,38.73
40,0,20.1333,37.4667,18.7,37.9333,20.4267,36.6267
60,0,21.39,39.73,24.23,33.4667,22.1,37.3633
50,0,23.39,41.5,22.2,41.2,24.39,38.9
60,0,20.79,43.29,18.89,46.4,21.6,39.9333
60,0,20.2,36.9,18.0667,39.4,22.4267,34.03
80,10,21.89,35.26,19.23,37.29,21.39,34.59
70,20,22,38.09,20.7,38.6633,21.6333,37.5
60,0,22.1333,43.59,19.9633,45.79,23.79,39.4
70,40,20.1,40.59,18.39,41.5,20.89,39.6633
70,0,21.5,45.9333,21.1667,44.73,21.715,44.59
50,0,20.89,36.29,18.1667,39.4333,22.2,36.7
100,0,22.2,36.8633,20.39,37.6267,22.0667,35.53
40,10,20.39,38,18.0667,39.76,20.89,40.29
70,0,23.2,39.29,20.89,40.7,25.5857,37.6371
70,0,21.1,35.29,17.79,39.23,22.6,35.06
50,0,25.6,39.4,23.9267,39.93,26.06,34.5
80,10,20.5333,36.29,19.1,36.1633,20.1,36.5
80,0,16.89,44.925,16.1333,44.76,17.29,42.53
50,0,20.5,44,19.7,43.79,20.5,44.29
140,0,21.8233,35.2967,22.1333,32.3633,22.29,34.2233
50,0,21.1,42,20.2,41.5,20.8233,44.4
90,0,21.1,33.09,19.4267,32.9,23.3233,35.73
50,0,21.89,43.9333,21.2,43.6267,22.1,44.9
70,0,22.39,37.2,20.29,39.09,23.5,37.9
90,0,21.2,39.5,19.6,41.1633,22,37.53
90,20,21.5667,39.1267,20.1,39.73,21.1,38.29
50,0,21.1,36.4333,18.5,39.59,20.1333,36.5
210,30,20,40.09,18.39,40.73,20.5,38.7
160,40,21.6,44.8333,20.2,44.9667,21.76,42.9
50,0,22.7,39.5,19.6667,43.9667,23.39,39.5
50,0,21.65,37.145,18.89,40.09,22.89,37.2
300,10,21,40.4333,18.39,44.2,21.89,38.09
50,0,19.39,37.03,17.1,39.7,19.79,39.06
60,0,21.89,40,18.5,45.2,23.8567,38.56
50,0,21.2,39.59,20.8233,40.0267,22,37
50,0,19.1,38.9,17.39,40.7,20.6,38.09
60,0,22.79,39.4,20.5,40.73,24.6,37.9
60,0,22.1,42.09,24.23,37.6267,23.1,38.9
60,0,20.9267,39.5,18.1,44.09,22.39,38.9
60,20,21.73,48.06,20.73,46.26,22.315,45
40,0,21.29,46.23,20.7,45.09,21.6,44.4
40,0,21.6,38.56,19.39,41.2,22.2,37.29
50,20,21.29,45.3633,20.79,44.2,20.79,45.06
100,0,20.79,36.59,18.0333,38.9233,21.6,35.26
30,0,19.7,36.4,17.7,37.09,19.934,37.656
50,0,19.29,41.4,18.2,41.4,19.5667,40.59
60,0,24.6,38,21.89,40.0643,24.29,32.23
40,0,20.29,42.4,19.39,42,20.945,44.29
60,0,21,40.2,19.39,41.7,20.5,38.5
50,0,20.2,35.7,18.1,37.7,20,37.5643
10,0,19,47.1267,18.29,46.9,19.73,45.4
50,0,21.39,45.9,20.79,43.9333,22.39,45.29
70,0,21.5333,37.9,22.8567,33,22.5,35.2
130,0,25.1333,32.3567,24.256,29.634,24.6975,33.475
40,0,18,40.1267,16.89,40.7,18.2,39.79
30,0,20,41.1633,18.1,41.9,20.23,40.9333
60,0,24.79,47.1633,22.7,49.29,26.52,44.44
290,10,20.5,36.93,19.4267,36.5267,20.46,37.8667
70,10,20,34.2667,18.39,35.3633,19.96,34.83
80,0,24.9633,32.2,27.5286,26.3186,25,36.29
70,20,22.79,43.5,22.0333,42.4333,22.1,44.2
250,10,19.6,40.79,18.8233,38.1267,20.86,39.6267
50,0,19.1,37.79,17,40,20.29,37.79
160,0,20.5333,34.4667,17.2633,39.8,21,33.9
60,0,22.9267,40.9,21.2933,43.4333,24.23,38.5
190,10,24.79,37.2633,24.89,33.5667,24.39,36.09
470,0,22.7,41.53,22.5,38.9333,23.29,39.2
70,20,20.79,37.7,18.89,39.7,22,34.7
40,0,21.5,42.59,20.89,41.59,23.1,43.09
50,0,22.5,41.6633,20.29,43.73,22.79,39.59
100,10,21.315,37.025,19.29,39.1633,21.7,37.3333
380,0,22.89,46.36,21.29,46.93,24.5967,40.63
60,0,22.2,42.2,19.9267,45.26,23.7,40.09
40,10,22.7,39.53,21,40.9333,22.2,38.4
120,0,21,35.2,20.23,33.3267,21.5,34.79
60,0,24.0675,39.4458,23.0729,38.6766,24.9169,37.8916
50,0,21.89,38.7,19.0333,42.5,22.39,38.09
60,0,21.2,35.2,18,39.09,22.7,35.09
60,0,22.29,38.99,19.29,43.6267,23.2,39.2
40,0,18,40.29,16.89,40.79,18.2,39.79
40,0,20.3567,44.3267,19.7,43.79,19.89,43.59
290,0,20.2,45.03,18.76,41.09,21.53,43.0267
160,0,24.4267,39.4,24,37.32,25.29,39.09
80,0,22.5,39.76,22.8233,37.0267,23.0667,38.2233
80,20,20.79,45.26,20,45.79,21.6,42.2
520,0,19.79,37.6633,17.5,39.26,20.39,38.4
50,20,22.1333,43.09,20.79,43.29,22,42.09
100,0,23.39,36.59,21.5,37.8633,22.79,36
50,0,22.0667,40.06,21.1,39.59,20.5,41.7
70,0,21.29,45.6633,20.79,43.2233,21.4267,43.79
50,0,20.7,35.23,18.26,36.8633,20.6,38.09
60,0,20.39,39.9,17.1333,46.2,20.8567,38.1633
60,20,21.2,39.9,18.6,43.76,22,38.29
60,0,21,34.7667,19.76,34.1633,21,35.4
70,20,21.89,35.29,19.1667,37.4,21.3567,34.6267
120,10,16.89,44.29,16.2,44.29,17.39,42.1267
40,0,22.3233,39.06,21.1,39.0667,22.7,38.23
50,0,17.29,42.8267,16.39,43,17.7,41
50,0,21.6,39.2233,24.23,32.7667,22.1667,37.2
100,10,21.1,37.43,20,37.53,20.76,36.4
360,10,23.2,38.9333,22.4633,38.76,21.26,41.79
60,0,20.79,35.09,21.4633,32.1633,21.5,35
50,0,20.4267,35.2,19.6667,34.6633,20.1,35.4
20,0,18.1,39.76,17,40.23,18.29,39.7
50,0,20.2,36,18.29,37.2,20.2,38.09
90,20,21.29,38.7233,19.2,39.73,21.6,36.7
320,0,20.89,36.79,18.4267,39.5,22.03,38.6633
190,0,20,34.79,16.73,38.7233,20.2,36.09
40,0,19,43.79,18.1,44.1633,19.7,43.6633
110,0,22.2,36,20,37,22.5667,33.9667
510,10,21.76,48.5667,21.39,43.8267,22.0429,45.8607
110,0,24,40.7,22.4267,41.7233,25,39
70,30,20.6333,36.4667,19.2,36.2,20,36.4
50,0,20.89,39.4,18.79,42.7,21.79,37.4
50,0,24.7,37.66,24,36.0667,26,36.9
60,20,21.2,39.79,18.76,43.4,22,38.06
70,0,22.5667,44.1567,21.5667,42.4667,21.9572,44.59
50,0,21.1,39.59,18.2,43.9,22.39,38.8633
50,20,24.4267,40.03,22.29,41.06,25.2,38.9667
50,10,21,44.6633,19.6333,45.1267,21.5,42.5
120,20,20.1667,46.56,18,44.2333,20.1,38.1567
110,0,21.1,47.1267,19.79,47.1567,22.5,42.79
50,0,20.89,36.5,18.89,38.0514,21,38.59
60,0,22.2,38.59,19.39,41.29,24.79,37.29
80,0,21.5,36.56,19.8567,38.4,22.79,34.2
50,0,20.5714,41.5257,19.2112,38.5112,20.55,37.8312
130,20,22.89,43.4,21.8086,44.0371,24.39,39.4333
100,0,21.7,41.36,21.6,39.03,22.2,38.5
50,0,25.1,38.06,26.9267,31.7633,26.2,38.09
50,0,20.89,43.29,19.2,44.56,21.73,42.6633
100,0,22.6,41.3,21.5,39.645,22.7,39.43
560,10,25.5,33.6,26,30.6,25.39,35.6267
40,0,21.79,38.2,19.79,40.03,22.29,37.29
130,20,21.89,38.09,20.3567,36.4,22.5,36.1633
200,0,21.2,33.5,19.79,31.9267,23.7,38.06
240,10,23.4633,45.6333,22.89,42.23,24.89,46.7333
50,0,21.5,35.59,18.2,39.4,23.4633,35.76
90,0,21.89,35.4,19.2,37.4667,22.39,33.9633
40,30,20.6,36.56,17.5,39.76,21.5,34.7
120,10,23.6667,43.9333,21.2,43.6933,25.1667,38.29
120,0,25.89,38.7,24.6,37.6333,26.9214,34.3757
70,0,21.9633,41.9,21.2,40.5,22.6,43.2
610,10,21.6333,45.1967,20.9267,38.5967,21.96,44.5667
100,10,22.39,37.79,21.89,37.09,21.2,39.59
60,0,21.5,39.5,23.3267,37.0967,22.39,36.6633
90,0,22.2,39.56,20.7,37.7,22.29,37.09
140,20,20.1333,38.2967,18.8233,36.73,19.8471,36.9929
40,0,20.39,34.5967,19.5,34.29,19.73,34.6633
50,0,21.5,39.53,19,42.5,22.29,38.9
40,0,22.1,35.9667,19.6,38.1633,21.89,35.5
60,0,21,41.4,19.1,43.79,21.6,38.56
60,20,20,38.09,17.79,39.7,20.1,38.8633
100,20,21.6,46.3267,20.7,45.4,21.6,43.8633
40,0,21.8567,42.4667,21.2,41.2,23.1,42.9333
50,0,21.5,38.26,18.79,41.6267,22.7,38.2
50,0,21.89,37.4,18.89,40.9333,22.1,36.79
30,0,20.29,35.09,16.89,39.9,20.39,37.09
70,0,22.5,39.4333,23.39,36.09,23.2,38.03
60,0,21.3567,31.5333,19.89,31.39,20.2,34.1633
90,0,23.89,47.4667,21.7,49.9,26.2,44.3267
40,0,23.79,40.09,25.8267,33.5667,24.39,37.59
80,20,22.79,32,21.3267,31.83,21.7,33.6633
40,0,21.1,43.56,19.5,44.4,21.79,42.5
120,0,20.84,37.05,19.5,37.6267,21.7,35
70,0,22.2,37.8633,20.89,37.09,23.6975,34.95
40,0,19,35.03,18.1667,35.1333,19.29,35.4333
310,20,20.7,36.79,19.3567,36.9667,20.79,37
70,10,20.6333,31.89,19.1,31.26,19.7,32.6267
60,0,24.3567,46.79,24.1667,45,25.7,42.5
60,0,19.7675,34.65,19.1,33.7667,19.3267,33.7233
90,10,22.7,41.5,20.79,42.9333,22.79,39.59
70,0,19.79,37.2,17.39,39.9333,20.5,36.79
60,0,25.29,39.59,23.29,40.76,25.89,34.536
90,0,22.39,46.03,20.26,49.26,25.2,40.1633
50,0,21.23,42.4,20.3233,41.8633,20.39,44.53
100,0,20.9633,38.76,19.29,40,21.79,37.29
330,0,20.29,44.3933,19.0333,40.93,21.8233,42.8
60,20,21.76,45.53,21.3233,43.9667,22.4022,43.51
70,0,23.0333,38.1267,26.8567,30.29,23.73,36.76
30,0,20.39,40.09,18.76,41.56,20.7,38.79
330,20,19.5333,41.29,19,40.5,19.2,42.23
50,0,20.29,38.4,17.79,41.06,20.89,37.2
50,0,19.445,37.545,17.8267,39.6333,20.2,35.8267
30,0,21.0667,34.8633,19.89,34.59,20.2,35.2
140,0,23.29,35.73,22.6,31.8233,23.29,35.73
70,0,20,47.7667,19.6,45.29,20.1,45.4
370,10,22.4267,43.39,21.956,37.92,21.3233,41.6967
680,20,18.0333,46.6633,17.3233,43.9333,19.2933,46.9
50,0,22.5,35.99,23.6,32.3333,22.89,36.09
80,0,20.2,40.7667,18.6,40.29,20.2,40.59
30,0,22.4267,35.23,19.7,36.9333,22.79,35.56
50,0,20.7,37.09,18.25,40.525,21.625,35.4
90,0,21.4267,36.36,19.2,38.36,23.3567,34.99
50,0,22.1667,40.6633,18.89,45.2,24,38.8267
50,0,24.79,47.56,24.5714,46.5957,26.0571,43.5
40,0,18.89,46.03,18.39,45.6267,19.7,44.59
90,0,23.6,34.06,22.68,32.4,24.29,34.4
40,0,19.2,46.9,18.5,46.745,19.79,45.29
130,50,22.39,45.1,21.89,43.09,21.7,45.5
20,0,17.79,42.79,17.1,42.5,18.5,43.7
110,0,22.76,45.6967,22.3233,43.6333,23.2,39.99
60,10,21.79,42.76,19.1,46.59,23,39.76
290,20,21,40.5667,19.1333,41.1267,20.89,40.3633
60,0,18.39,39.1267,17,39.03,18.6667,38.7233
180,0,21.29,43.1267,20.6,42,22.2,41.5
120,0,19.89,36.3633,18.6333,37.6933,19.89,36.2
100,0,20.79,37.3633,17.4267,41.5,21.6333,35.53
80,0,23.39,45.59,23.434,43.036,24.5,41.4
50,0,18.7,43.5,17.79,44.09,19.5,43.09
40,0,21,35.73,17.76,39.03,20.2,36.5
50,0,22.23,39.1267,19.8233,41.29,22.2,38.59
40,0,21,40.59,19.39,40.1267,20.26,40.0267
50,0,22.1,41.79,22.7,38.79,23.1,38.79
150,0,21.8233,44.5,20.5,43.2,23.1333,42.5967
60,0,23.7,42.7,21.934,43.076,24.5,39.9
50,0,19.2,38.09,17.5,39.9667,20.5857,37.5129
90,20,20.29,37.6333,18.89,36.7,19.9686,37.1529
50,0,19.79,37,16.6667,41.1633,20.39,38
110,0,23.5,46.8333,21.79,47.4,25.2,40.79
40,0,19.1,38.9,17.39,40.8267,20.6,38.09
50,0,24.2,38.09,22.6,38.5,24.7,37.9
700,0,23,44.3933,22.29,40.9667,26.1667,39.26
520,0,24.39,43.3667,25.06,37.12,27.1667,39.1267
60,0,21.39,38.5,18.29,42.26,22.39,38.9
110,10,21.7,46.6567,20.5,39.93,21,41.29
60,0,22.39,36.4,19.7,39.1267,21.79,36.26
40,0,20.1,35.09,16.5,40.1633,20.2,37
20,0,21.6,44.9,20.79,44.3267,22.3789,44.9
50,0,19.5,46.29,18.7,46.2,19.79,45.2
60,0,21.7,35,19.4267,35.4333,20.39,37
280,0,25.0333,48.3633,26.5286,40.5957,28.4967,41.9
60,0,21.9267,44.5,20.6,45.73,23,41.7
220,0,21,39.3267,19.6,38.29,22.2225,38.925
70,10,22.79,38.86,21.76,37.9333,21.5,42.03
60,0,23.5,35.5,20.2,38.612,24.2,36.736
100,0,20,37.8333,18.29,36.76,20.29,35.09
50,0,24.5333,39.2,27.6,33,26.1333,37.2
50,0,22.89,39.7,20.3471,41.79,24.89,37.7
40,0,19.23,46.8267,18.5,46.79,19.79,45.29
60,0,20.7,35,18.79,35.7,20.79,36.4
120,0,21,34.59,20.2,32.73,21.5,34.79
90,0,25.5,32.59,26,30.0667,25.2,35.9
50,0,23.2,37.09,23.6667,33.56,23.2,37.5
50,0,22,41.79,22.7,38.76,23,38.79
30,0,19.3567,41.4,18.2,41.4,19.7,40.7
110,0,23.05,50.9675,25.0333,44.2333,25.79,44.99
280,20,21.29,43.73,20.5,42.1633,23.96,43.33
90,0,22.2,42.695,21.6333,41.7,21.1,44.6633
50,0,24.1,47.79,21.8925,50.595,25.39,42.59
50,0,19.1,44.4,18.39,44.2,19.89,44.9
50,0,19.9633,35.1267,17.39,36.29,20.1,36.79
50,0,22.79,42.5,22.1333,41.2,23.29,42.7
190,20,23.26,38.3633,22.1,37.9,22.0667,41.9667
40,0,20.9633,36.79,20.3567,35.9633,21.79,35.09
60,0,22.7,37.4333,21.7,37.29,22.89,37.8633
60,0,21,37.6267,18.1,40.9667,21.29,36.59
40,0,21.89,44.53,20.39,46.1267,23,41.7
90,0,24.1,33.79,23.3233,32.0233,23.6,34.79
50,0,19.89,44.26,19.3233,43.6633,20.2,44.26
60,0,19.8567,37.5667,18.9633,35.5,20.06,36.358
50,0,22.1,39.4,19.7,42.4,23.2,39.79
140,10,21,40.5,18.39,44.2,21.79,38
80,0,22.2,41.5,22.76,38.59,23.1,38.8633
130,10,20.575,44.8975,20.29,43.7,20.1,45.2233
130,0,20.1,46.03,19.1,43.8381,19.89,44.79
50,0,23.0333,34.79,21.1333,34.8633,23,36.09
100,0,21.1667,46.4,19.5667,40.7967,21.7,35.4233
100,10,19.9633,47.03,18.8233,36.0933,18.5,39.33
50,0,20.5333,37.59,17.4267,41.73,23,36.7
210,0,21.26,35.03,19.39,33.7,22.4267,35.5
50,0,21.5,38.5,18.7,40,21.7,36.29
60,0,21.7,40.6267,19.29,43,23.1,39.09
110,10,22.73,44.1,21.79,40.46,22,43.59
90,30,22.5,43.1633,21.2,43.7,22.2257,42.4286
390,10,21.2,39.9633,20.315,39.55,20.6333,42.23
40,20,22.1,44.59,21.5667,42.79,21.77,45.4889
60,0,20.79,38.4,21.0333,34.89,21.7,36.29
70,0,21.2,43.79,20.6,42.29,21.79,45.59
140,0,20.6,39.03,19.6,38.9,20.79,40.26
50,0,20.8233,38,19.5333,39.0267,23.39,35.7
40,0,18.89,37.59,17.89,37.5,19.1,40.29
40,0,19.89,36.9333,19.2,36.4,18.6,38.2
50,0,20.39,35.4,18.79,35.56,19.956,36.834
50,0,24.2,41.6633,25.4214,36.09,26.26,37.29
100,0,22.5667,44.86,21.8567,43.73,21.5333,44.4
140,0,24.76,37.73,24.39,35.2,24.6,36.8267
50,0,18.79,42.1267,18.2,41.3633,19.79,43.29
70,0,21.6333,38.73,19.5667,40.29,23.39,36.09
150,10,20.4267,34.0667,19.39,32.6267,22.0667,37.5667
100,0,22.7,43.0267,20.2,44.43,24.29,39.3267
60,0,22.7,39.03,20.89,40.1333,22.5667,37.9667
380,10,22.39,40.6567,21.1,41.3333,23.89,36.7
50,0,21.5,37.4,18.79,40.26,22.2,37.3633
40,0,17.89,44.4667,17.1,44.79,19,42.2
50,10,21,33.59,19.6,33.9333,20.2,34.4
110,20,21.5,47.1333,20.79,44.6633,21.6,43.2
40,0,24.1,47.7,22.4633,49.3267,25.39,42.6633
70,0,21.5,35.23,18.39,38.7,22.6,34.7
90,0,17.39,37.3333,16.5,37.4333,17.79,37.2
80,0,22,42.09,19.1,46.6633,23.79,38.745
30,0,21.39,36.03,19.3567,37.2,20.9214,38.2
80,0,21.89,39.53,21.1,38.59,21,40.9633
60,0,21.89,36.4633,23.1333,31.9633,22.39,35.9667
40,0,19.7,37.2,17.39,39.79,20.1,38.9667
60,0,21.4267,39.3267,18.79,42.9667,22.5,38.4
60,0,24.1961,38.7187,23.2594,37.4052,24.894,37.463
90,0,21.39,39.09,19.0333,42.4333,22.39,37.7
50,0,20.4267,35.53,17.89,37.5,20.89,36
100,0,19.6,36.8725,18,38.59,20.1,36.06
390,20,20.39,43.2667,19.39,43.3633,20.4267,44.23
40,0,18.79,46.5,18,46.5,19.7,45
60,0,21.26,34.2,19.865,34.4475,20.2,35.296
50,0,18.39,38.5,17.29,38.4667,18.6,39.29
60,0,23.6,35,22,35.1633,23.6,35.56
20,0,18.89,44.79,18.2,44.7,20,45
20,0,22.1333,39.4,23.0667,36.59,22.29,37.9
60,0,20.8567,35.7,20.6333,33.9333,20.2,36.2
70,0,17.6,36.29,16.6,36.53,18,37.29
70,0,25.5,48.3267,24.7,47.236,26.2,45
50,0,23.6,35.4667,20.29,38.5257,24.2,36.59
50,0,20.79,43.4,19,46.4,21.6,40.09
70,0,22,40.8633,20.7,40.59,24.3233,37.86
660,0,23.76,47.6933,25.4971,42.5957,26.0333,40.6933
60,0,22.2,39.4,19.79,42.29,23.2,39.79
50,20,21.6,37.6267,18.89,39.76,21.7,36.3267
30,0,19.0667,44.4667,18.3567,44.23,20,44.9333
360,0,22.5,41.4333,22.5,39.1267,23.2,38.9
40,0,19.79,38.06,17.2,40.9333,20.6,37.1633
170,0,19,37.7,17.23,39.5,19.39,37.26
50,0,21.2,38.29,18.2,42.79,22,36.7
50,0,23.1,40.4667,26.03,34.56,24.2,37.112
130,0,21.39,43.4667,21.125,41.3725,21,42.2
50,10,20.6,37.7,17.73,40.7,20.1,38.09
90,0,20.89,40.6633,18.445,44.4,21.73,38.09
60,0,21.2,41.09,20.39,40.4,21.29,42.4667
50,0,19.4633,37.6633,17.29,40,20.1,37.29
70,0,22.0667,41.6633,21.6,41.06,23.5667,38.26
70,10,19.9267,42.86,19,42.29,20.6667,44.2233
90,20,21.79,42.53,18.89,47.4,23.745,38.645
70,0,24.79,35.1267,25.1,31.6633,24.2,36.1633
50,0,20.29,37.79,18.5,38.79,20.89,39.2
60,0,21.0667,46.06,19.89,46.6633,21.7,42.8633
190,0,20.0667,39.5,18.8567,38.56,22.23,37.9667
120,20,21.89,38.6633,20.6,36.545,22.5,36.29
110,0,21.2,39.4,19.6,41.2,22,37.59
20,0,21.1,40.2,19.5,41.76,20.6,38.29
50,0,19.7,36.79,16.7,40.7,20.29,37.5
180,30,19.1,44.7233,18.5,43.76,19.26,43.6633
80,10,21.6,45.2,19.7,47.56,22.79,41.5
40,0,19.2,38.7,18.39,38.2,18.79,39.79
50,0,21.7,38.9,18.89,41.9,22.5,38.9
50,0,19.1,47.2,18.4633,47.06,19.79,45.3633
110,0,22.1,37.1567,19.79,38.59,21.2,37.76
40,0,21,45.1633,20.29,43.6633,21.79,43.8267
40,0,17.8233,40.53,16.79,41.09,18.1,40
20,0,19.7,37,16.5,41.2,20.5667,37.9
80,0,23.6333,34.9333,23.9267,31.26,23.2,34.23
20,0,19.6,38.29,19.0667,38,18.7,39.6633
30,0,20,41.4,18.23,41.53,20,40.73
60,0,24,45,22.2,45.59,26.7,40.4
40,0,18.79,42.2,18.1333,41.5,19.79,43.26
80,0,22.5,40.2933,26.5667,29.7633,23.1,36
80,10,20.4633,35.03,19.2,34.59,20,37.9
40,0,22.4633,38.79,19.7,41.9,22.1333,37.7
60,0,23.39,38.2,24.79,34,24.89,38.23
60,0,24.79,38.7,22.1,40.98,24.6667,33
80,0,23.79,43.06,27.39,34.236,26.26,40.0667
240,10,16.79,45.29,16.1,45.29,17.29,42.7
290,0,23.7,43.6633,22.456,42.79,24.39,40
50,0,21.6,39.4667,22.5,36.7,22.1,37.29
50,0,17.5667,41.4,16.6,41.8725,17.89,40.4
400,0,20.29,40.3,18.815,39.2475,19.89,37.8267
30,0,19.5,37.59,17.3567,39.59,20.29,35.9667
90,10,19.29,40.9,18.7,40,19.2,41.9667
40,0,21.89,34.9,19.39,37.03,22.89,36.59
50,0,21.2,36.29,17.76,39.9333,22.29,36.2
150,0,21.39,45.9333,20.89,44.9333,21.6667,44.545
40,0,22.1667,42.2,19.9633,45.3267,23.7,40.09
100,0,21.5,39.6633,20.3567,39.6267,21.1,39.29
320,0,20.5667,39.9333,19.96,40.66,21.8267,40.7
50,0,21.2,35.76,19.1,37.8633,21.23,34.8267
40,0,23.7,41.53,22.5143,40.6843,24.5,38.536
50,0,19.29,41.29,18.175,41.475,19.5667,40.7
60,0,21.7,37.3633,18,42.9333,23.2,37.7
40,0,21.29,35.1267,20,35.5,19.8614,36.8843
40,0,21.0333,42.03,20.2,41.5,22.1222,44.09
60,0,22.39,41,21.5667,40.03,21.5,42.5
80,10,20.6,32.46,19.1333,32.4267,19.7,32.9667
70,0,21.4633,41.36,19.76,40.83,21.79,36.3267
50,0,19.1667,38.53,17.5,40.4,20.6,37.754
40,0,19.6667,39.06,18.2,39.2,19.79,40.4667
250,0,21.2,35.1633,19.29,33.7,22.3267,35.7
90,20,20.89,38.1933,19.6333,37.56,20.76,36.4
100,0,21,35.1267,20.0667,34.3333,21.29,34.5
50,0,19.89,42.9333,19.23,41.23,20.5,40.9333
230,0,21.2,37.4667,19.29,39.1633,23.3233,39.9667
50,0,25.1,47.5,25.4214,44.5643,26.7,42
60,0,20.7,38.7,23.4267,36.3633,22.6,34.8267
60,0,22.7,44.5,20.4267,46.9333,24.5,40.4
70,0,24.7,33.4333,25.2,30.5,24.2,36
270,0,21.23,37.0267,19,39.06,23.1633,37.56
50,0,21.175,40.1725,19.1333,41.09,21,40.56
50,0,24.1,44.73,21.7,46.79,25.89,42.2
60,20,22.39,45,21.26,44.5,21.89,44.4
50,0,20.2,38.9,18.29,40.59,21.2,39
70,0,21.76,38.9333,20.3567,37.8267,24.5667,36.86
60,0,20.89,36.9,17.79,40,21.89,36.29
70,0,21.15,40.59,20.0667,40.9667,21.1,39.79
90,0,21,37.9971,19.9088,37.2037,22.625,36.75
50,0,20.7,37.09,19.8967,38.8233,21.89,35.1633
100,0,22.39,39.2,21.29,39.3633,22.7,37.6633
60,0,22,38.2,19.2,41.4,24.6,37.29
60,0,22.6,38.3267,25.0333,32.1633,23.2,37.59
240,0,23.5,38.29,21.5714,39.9714,25.945,40.095
490,0,22.1,44.995,19.76,48.6333,24.8567,40.5667
80,10,24.6,38.29,23.89,36.8633,24.6667,37.26
80,0,23.1,38.1267,26.79,30.29,23.79,36.76
70,20,22.79,32.06,21.03,32.0967,21.7,33.6633
60,0,21.89,35.9333,18.29,40.79,21.84,35.245
130,30,19.89,46.66,17.89,42.8333,20.1,36.73
70,10,25.5,48.56,24.6,47.9657,26.2,45
50,20,19.89,38.09,19.5,37.73,18.7,39.59
100,20,20.9633,45.4333,20.3233,45.5,21.5,42.4
20,0,19.29,46.59,18.6,46.4,19.89,45.26
